,TS代码,法人代表,总经理,董秘,城市
1610,600585.SH,高登榜,吴斌,虞水,芜湖市
1611,600588.SH,王文京,王文京,欧阳青,北京市
1612,600704.SH,王挺革,宋宏炯,廖建新,杭州市
1613,600705.SH,姚江涛,姚江涛,姚江涛,哈尔滨市
1614,600706.SH,杨进,杨涛,高艳,西安市
1615,600707.SH,陈忠国,李淼,龙涛,咸阳市
1616,600708.SH,沈宏泽,郭强,苏朋程,上海市
1617,600709.SH,李武,李武,宋晓宇,荆州市
1618,600280.SH,祝珺,谈建林,官国宝,南京市
1619,600281.SH,张旭升,魏洪亮,景红升,太原市
1620,600282.SH,黄一新,祝瑞荣,唐睿,南京市
1621,600283.SH,叶建桥,何刚信,彭伟军,杭州市
1622,600285.SH,熊伟,熊伟,冯国鑫,信阳市
1623,600386.SH,王春杰,傅世学,王婕,北京市
1624,600388.SH,何媚,罗如生,廖剑锋,龙岩市
1625,600389.SH,薛健,刘为东,宋金华,南通市
1626,600390.SH,赵立功,赵立功,周敏,长沙市
1627,600385.SH,林云,林云,杨继座,济南市
1628,600589.SH,杨宝生,杨宝生,杨宝生,揭阳市
1629,600596.SH,吴建华,吴严明,金燕,杭州市
1630,600598.SH,王守聪,贺天元,高建国,哈尔滨市
1631,600599.SH,李民,杨恒伟,罗春艳,长沙市
1632,600600.SH,黄克兴,,张瑞祥,青岛市
1633,600710.SH,杨永清,金永传,王健,南京市
1634,600711.SH,陈东,张振鹏,邹亚鹏,厦门市
1635,600712.SH,黎军,覃耀杯,周宁星,南宁市
1636,600713.SH,周建军,疏义杰,李文骏,南京市
1637,600714.SH,任小坤,李军颜,李军颜,西宁市
1638,600287.SH,高松,桂生春,李焱,南京市
1639,600288.SH,鲁勇志,鲁勇志,严宏深,北京市
1640,600289.SH,袁义祥,曹星,方圆,哈尔滨市
1641,600290.SH,陈孟列,张学民,金旭丹,温州市
1642,600286.SH,刘三明,刘三明,全会燕,株洲市
1643,600291.SH,郭予丰,郭予丰,苏宏伟,乌海市
1644,600393.SH,杨树坪,梁文才,蔡锦鹭,广州市
1645,600395.SH,朱家道,朱家道,桑增林,六盘水市
1646,600396.SH,李延群,王凤峨,李瑞光,沈阳市
1647,600391.SH,杨育武,丛春义,熊奕,成都市
1648,600601.SH,刘建,吴建英,黄传照,上海市
1649,600602.SH,黄金刚,翁峻青,张杏兴,上海市
1650,600603.SH,杨铁军,李文强,张进,成都市
1651,600604.SH,罗岚,张羽祥,胡申,上海市
1652,600605.SH,杨张峰,薛荣欣,苏志福,上海市
1653,600715.SH,周茂非,王森,高海涛,沈阳市
1654,600716.SH,汪维宏,王烈,毕胜,南京市
1655,600717.SH,焦广军,宋天威,沈虹,天津市
1656,600718.SH,刘积仁,王勇峰,王楠,沈阳市
1657,600719.SH,邵阳,邵阳,沈军,大连市
1658,600720.SH,脱利成,刘继彬,罗鸿基,兰州市
1659,600292.SH,郑武生,夏刚,凌娟,重庆市
1660,600293.SH,许锡忠,张金奎,杨晓凭,宜昌市
1661,600296.SH,冯诗伟,李宁,钦义发,兰州市
1662,600297.SH,陆伟,王新明,许星,大连市
1663,600298.SH,熊涛,肖明华,周帮俊,宜昌市
1664,600398.SH,周立宸,顾东升,汤勇,无锡市
1665,600399.SH,季永新,孙立国,祁勇,抚顺市
1666,600400.SH,叶薇,王昌辉,孟晓平,无锡市
1667,600415.SH,赵文阁,王栋,许杭,金华市
1668,600418.SH,安进,项兴初,冯梁森,合肥市
1669,600607.SH,吕明方,,汤德平,上海市
1670,600608.SH,雷升逵,蒋炜,刘文鑫,上海市
1671,600609.SH,刘同富,许晓敏,孙学龙,沈阳市
1672,600610.SH,郝赫,解田,胡家胜,上海市
1673,600611.SH,杨国平,杨国平,贾惟姈,上海市
1674,600606.SH,张玉良,张玉良,王晓东,上海市
1675,600721.SH,郑彩红,,蔡子云,五家渠市
1676,600722.SH,郑温雅,乞永学,赵建斌,沧州市
1677,600723.SH,卢长才,张跃进,王健,北京市
1678,600724.SH,钟建波,马林霞,赵立明,宁波市
1679,600725.SH,陈嘉霖,凡剑,李斌,曲靖市
1680,600299.SH,JEAN MARC DUBLANC,JEAN MARC DUBLANC,梁齐南,北京市
1681,600300.SH,林斌,赵惠卿,于航航,徐州市
1682,600301.SH,黄葆源,,蔡桂生,南宁市
1683,600302.SH,杜俊康,赵旭,郑璇,西安市
1684,600422.SH,钟祥刚,钟祥刚,张梦珣,昆明市
1685,600428.SH,陈威,陈威,董宇航,广州市
1686,600448.SH,王力民,闫英山,丁泽涛,滨州市
1687,600419.SH,刘让,胡刚,冯育菠,乌鲁木齐市
1688,600612.SH,石力华,黄骅,邱建敏,上海市
1689,600613.SH,张芝庭,冯斌,吴克兢,上海市
1690,600614.SH,侯林,宋雪云,侯林,白山市
1691,600615.SH,李鹏翱,余霄,李黎玥,上海市
1692,600616.SH,唐文杰,唐文杰,张黎云,上海市
1693,600726.SH,董凤亮,姜青松,李西金,哈尔滨市
1694,600727.SH,陈树常,冯祥义,张金增,滨州市
1695,600728.SH,刘伟,,徐炜,广州市
1696,600729.SH,何谦,何谦,陈果,重庆市
1697,600303.SH,胡永恒,,那涛,丹东市
1698,600305.SH,杭祝鸿,李国权,魏陈云,镇江市
1699,600306.SH,陈快主,陈快主,孙震,沈阳市
1700,600307.SH,张正展,孙山,赵利军,嘉峪关市
1701,600308.SH,李晓亮,魏文光,任英祥,东营市
1702,600456.SH,王文生,贾栓孝,陈冰,宝鸡市
1703,600466.SH,迟峰,迟峰,罗瑞华,成都市
1704,600468.SH,赵久占,史祺,刘敏,天津市
1705,600486.SH,覃衡德,吴孝举,吴孝举,扬州市
1706,600488.SH,张杰,杨福祯,王春丽,天津市
1707,600617.SH,刘军,刘联涛,张帆,太原市
1708,600618.SH,张伟民,张伟民,居培,上海市
1709,600619.SH,庄华,庄华,罗敏,上海市
1710,600620.SH,叶茂菁,盖剑高,许旭羽,上海市
1711,600621.SH,李军,俞洋,胡之奎,上海市
1712,600622.SH,张明翱,陈宏飞,孙红良,上海市
1713,600730.SH,齐子鑫,朱怡然,朱怡然,北京市
1714,600731.SH,尹霖,尹霖,刘志,长沙市
1715,600732.SH,陈刚,陈刚,沈昱,上海市
1716,600733.SH,刘宇,刘宇,胡革伟,北京市
1717,600734.SH,景百孚,景百孚,景百孚,福州市
1718,600309.SH,廖增太,寇光武,李立民,烟台市
1719,600310.SH,秦敏,秦敏,陆培军,贺州市
1720,600311.SH,刘永,刘永,辛永清,武威市
1721,600312.SH,成卫,庞庆平,刘湘意,平顶山市
1722,600313.SH,陈章瑞,陈章瑞,胡海涛,北京市
1723,600498.SH,鲁国庆,戈俊,符宇航,武汉市
1724,600500.SH,刘红生,刘红生,柯希霆,上海市
1725,600501.SH,薛亮,文树梁,邓泽刚,南京市
1726,600506.SH,陈义斌,王伟义,阿尔斯兰·阿迪里,巴音郭楞蒙古自治州
1727,600623.SH,刘训峰,王霞,王锦淮,上海市
1728,600624.SH,褚建平,褚建平,沈敏,上海市
1729,600625.SH,夏暘,夏暘,刘珏,上海市
1730,600626.SH,姚明华,陆志军,骆琼琳,上海市
1731,600627.SH,黄迪南,冯樑,何延庆,上海市
1732,600628.SH,徐若海,徐家平,王文华,上海市
1733,600735.SH,张航,盛强,孟昭洁,青岛市
1734,600736.SH,王星,沈明,宋才俊,苏州市
1735,600737.SH,由伟,吴震,郭顺杰,昌吉回族自治州
1736,600738.SH,叶茂,洪一丹,成志坚,兰州市
1737,600739.SH,尚书志,葛郁,于占洋,大连市
1738,600315.SH,潘秋生,潘秋生,韩敏,上海市
1739,600316.SH,纪瑞东,曹春,邓峰,南昌市
1740,600317.SH,姚平,曹应峰,周志旭,营口市
1741,600318.SH,朱金和,王时明,刘洋,合肥市
1742,600319.SH,韩海滨,陆卫东,李文青,潍坊市
1743,600508.SH,包正明,毛中华,段建军,上海市
1744,600509.SH,刘伟,刘伟,陈志勇,石河子市
1745,600518.SH,马兴谷,刘国伟,周云峰,揭阳市
1746,600519.SH,高卫东,李静仁,刘刚,遵义市
1747,600520.SH,黄言勇,丁宁,夏军,铜陵市
1748,600629.SH,顾伟华,沈立东,徐志浩,上海市
1749,600630.SH,王卫民,倪国华,周思源,上海市
1750,600631.SH,马新生,李国定,董小春,上海市
1751,600632.SH,吕勇明,陈恂尧,陈冠军,上海市
1752,600633.SH,张雪南,张雪南,梁楠,杭州市
1753,600740.SH,李峰,杜建宏,王洪云,临汾市
1754,600741.SH,陈虹,张海涛,茅其炜,上海市
1755,600742.SH,张丕杰,陈培玉,于森,长春市
1756,600743.SH,王乐斌,李然,张全亮,北京市
1757,600744.SH,彭勇,刘智辉,彭勇,长沙市
1758,600745.SH,张学政,张学政,周斌,黄石市
1759,300434.SZ,魏宝康,魏宝康,林强,成都市
1760,600830.SH,邵松长,胡秋华,钱菁,宁波市
1761,600831.SH,王立强,韩普,杨莎,西安市
1762,600832.SH,徐辉,徐辉,徐晓珺,上海市
1763,600833.SH,徐子瑛,周洁,周洁,上海市
1764,603360.SH,刘宪武,刘海龙,刘岩,大连市
1765,688066.SH,王宇翔,王宇翔,王军,北京市
1766,002365.SZ,陈勇,吴玉熙,吴晓波,潜江市
1767,002003.SZ,章卡鹏,蔡礼永,谢瑾琨,台州市
1768,002023.SZ,李飚,魏彦廷,张龙勇,成都市
1769,002043.SZ,丁鸿敏,陆利华,丁涛,湖州市
1770,002004.SZ,张松山,张海安,彭云辉,重庆市
1771,688310.SH,林军华,林军华,林栋,台州市
1772,600834.SH,俞光耀,金卫忠,孙斯惠,上海市
1773,600835.SH,王小弟,王小弟,郑英霞,上海市
1774,600836.SH,王爱红,赵宏光,许轼,上海市
1775,600837.SH,周杰,瞿秋平,姜诚君,上海市
1776,600838.SH,许骍,戴天,张敏,上海市
1777,601992.SH,曾劲,姜英武,郑宝金,北京市
1778,002358.SZ,杨合岭,曹宏,张校伟,许昌市
1779,002206.SZ,高利民,高王伟,吕佩芬,嘉兴市
1780,002024.SZ,张近东,侯恩龙,黄巍,南京市
1781,002931.SZ,董剑刚,董剑刚,王思远,绍兴市
1782,600594.SH,窦啟玲,汤德平,许淼,贵阳市
1783,603289.SH,郑建国,郑建国,邵亮,杭州市
1784,688308.SH,袁美和,谭文清,韩红涛,株洲市
1785,002903.SZ,许世雄,许燕鸣,易欣,长沙市
1786,600839.SH,赵勇,李伟,赵其林,绵阳市
1787,600840.SH,陈坚,张盛丰,相子强,杭州市
1788,600841.SH,蓝青松,徐秋华,汪宏彬,上海市
1789,600842.SH,周德孚,茅建医,茅建医,上海市
1790,600843.SH,张敏,张敏,赵学廷,上海市
1791,601800.SH,王彤宙,王彤宙,周长江,北京市
1792,300205.SZ,张新访,孙静,万骏,武汉市
1793,002946.SZ,席刚,朱川,郑世锋,成都市
1794,002963.SZ,戴宝林,戴宝林,侯春辉,北京市
1795,002005.SZ,王晟,李华亭,蒋孝安,蚌埠市
1796,600543.SH,赵国柱,杜广真,朱晓宇,兰州市
1797,002006.SZ,金越顺,吴海祥,夏青华,绍兴市
1798,600978.SH,刘壮超,万顺武,刘伟宏,汕头市
1799,002033.SZ,和献中,刘晓华,杨宁,丽江市
1800,603683.SH,周晓南,周晓南,潘晓婵,上海市
1801,300802.SZ,杨勇,王建勋,刘阳,上海市
1802,688368.SH,胡黎强,胡黎强,汪星辰,上海市
1803,600844.SH,王斌,李国方,成国俊,镇江市
1804,600845.SH,夏雪松,朱湘凯,吕子男,上海市
1805,600846.SH,王明忠,张晔,骆君君,上海市
1806,600847.SH,莫天全,张文江,张晶,重庆市
1807,600848.SH,袁国华,丁桂康,王春辉,上海市
1808,300602.SZ,马飞,杜劲松,王燕,深圳市
1809,002520.SZ,吴捷,王本善,汪涵,绍兴市
1810,300760.SZ,李西廷,吴昊,李文楣,深圳市
1811,300723.SZ,李捍雄,李捍雄,谢小华,广州市
1812,600986.SH,唐颖,张磊,王颖轶,东营市
1813,002034.SZ,王学庚,宋平,林春娜,湖州市
1814,002025.SZ,陈振宇,王跃轩,张旺,贵阳市
1815,603610.SH,唐国海,黄小卫,唐蒙恬,嘉兴市
1816,003013.SZ,农兴中,王迪军,许维,广州市
1817,300673.SZ,陈振标,陈振标,唐照波,温州市
1818,300896.SZ,简军,石毅峰,简勇,北京市
1819,601607.SH,周军,左敏,陈津竹,上海市
1820,600850.SH,江波,张为民,侯志平,上海市
1821,600851.SH,费敏华,黄源,王益民,上海市
1822,600852.SH,汪浩,,陈璞,成都市
1823,000338.SZ,谭旭光,谭旭光,王丽,潍坊市
1824,601010.SH,贾云博,缪喆,何兰红,南通市
1825,601000.SH,宣国宝,张小强,杨光,唐山市
1826,300683.SZ,陈亚,陈亚,陈煌,武汉市
1827,603607.SH,孙建成,孙建成,邵波,绍兴市
1828,600410.SH,王维航,赵康,郝锴,北京市
1829,002026.SZ,杨明燕,刘友财,张红江,威海市
1830,002007.SZ,安康,安康,谢军民,新乡市
1831,600985.SH,孙方,葛春贵,邱丹,淮北市
1832,600775.SH,夏德传,夏德传,王栋栋,南京市
1833,600776.SH,郭端端,郭端端,诸葛懋,杭州市
1834,600777.SH,刘珂,刘珂,张宇,烟台市
1835,600778.SH,聂如旋,勇军,石磊,乌鲁木齐市
1836,600853.SH,田玉龙,宁长远,李梓丰,哈尔滨市
1837,600854.SH,沈华平,颜旗,徐来林,泰州市
1838,600855.SH,金苍松,苏子华,刘磊,北京市
1839,600856.SH,黄杰,黄杰,由海涛,北京市
1840,300294.SZ,廖昕晰,梁小明,涂言实,抚州市
1841,300195.SZ,李莉,李莉,江波,天津市
1842,002869.SZ,罗瑞发,罗瑞发,郑映虹,深圳市
1843,600455.SH,王萍,王萍,蔡启龙,西安市
1844,002009.SZ,黄斌,黄斌,张宇星,无锡市
1845,002008.SZ,高云峰,高云峰,杜永刚,深圳市
1846,600961.SH,刘朗明,何献忠,陈湘军,株洲市
1847,600779.SH,朱镇豪,朱镇豪,田冀东,成都市
1848,600780.SH,李国彪,李明星,李志炳,太原市
1849,600781.SH,姜之华,朱文亮,姜之华,周口市
1850,600782.SH,夏文勇,管财堂,李浩鸣,新余市
1851,600783.SH,陈磊,刘伯哲,王晶,淄博市
1852,600857.SH,应飞军,应飞军,严鹏,宁波市
1853,600858.SH,布廷现,康翔,徐宏伟,济南市
1854,600859.SH,杜宝祥,尚喜平,岳继鹏,北京市
1855,002570.SZ,谢宏,谢宏,金志强,杭州市
1856,601168.SH,王海丰,罗已翀,陈斌,西宁市
1857,002124.SZ,邓成,苏礼荣,章湘云,宁波市
1858,002010.SZ,徐冠巨,姚巍,朱江英,杭州市
1859,002011.SZ,姚新义,李建军,江冰,绍兴市
1860,600784.SH,于本杰,刘月新,孟祥波,济南市
1861,600785.SH,曲奎,马卫红,李宝生,银川市
1862,600786.SH,张晓仑,吴焕琪,田月华,自贡市
1863,600787.SH,梁伟华,赵晓宏,彭曦德,天津市
1864,600861.SH,王禄征,吴文学,陈红,北京市
1865,600862.SH,李志强,张军,刘向兵,南通市
1866,600863.SH,高原,王定伦,王晓戎,呼和浩特市
1867,600864.SH,赵洪波,张宪军,张名佳,哈尔滨市
1868,600860.SH,王军,李俊杰,栾杰,北京市
1869,600865.SH,陈夏鑫,,陈琳玲,杭州市
1870,600018.SH,顾金山,严俊,丁向明,上海市
1871,300349.SZ,杨斌,杨斌,刘中尽,温州市
1872,002949.SZ,唐崇武,唐崇武,徐清平,深圳市
1873,600325.SH,李光宁,陈茵,侯贵明,珠海市
1874,300801.SZ,程终发,姚娅,程霞,枣庄市
1875,600483.SH,林金本,程元怀,汪元军,南平市
1876,600405.SH,何振亚,何振亚,胡一元,北京市
1877,002035.SZ,潘叶江,潘垣枝,吴刚,中山市
1878,600461.SH,邵涛,魏桂生,邓勋元,南昌市
1879,600788.SH,柳宇宁,彭钢,李元维,渭南市
1880,600789.SH,彭欣,彭欣,田立新,济宁市
1881,600790.SH,潘建华,虞伟强,张伟夫,绍兴市
1882,600791.SH,周建裕,王怀龙,于进,北京市
1883,600792.SH,李树雄,王炳海,李树雄,昆明市
1884,600793.SH,陈洪,,王强,宜宾市
1885,600866.SH,陈武,应军,刘欣欣,肇庆市
1886,600867.SH,冷春生,冷春生,苏璠,通化市
1887,600868.SH,张能勇,温增勇,胡苏平,梅州市
1888,600869.SH,蒋锡培,蒋华君,邵亮,西宁市
1889,600870.SH,陈诗毅,王秋容,王秋容,厦门市
1890,300627.SZ,赵延平,朴东国,杨云,上海市
1891,688617.SH,成正辉,成正辉,戴振华,深圳市
1892,688667.SH,王和平,王和平,龚本新,武汉市
1893,002943.SZ,杨宇红,杨佳葳,周波评,益阳市
1894,600997.SH,刘宝珠,彭余生,侯树忠,唐山市
1895,002012.SZ,刘溪,刘溪,杨照宇,丽水市
1896,002036.SZ,韩盛龙,曾吉勇,饶威,南昌市
1897,600794.SH,唐勇,唐勇,陈保进,苏州市
1898,600795.SH,刘国跃,冯树臣,田景奇,大连市
1899,600796.SH,叶启东,叶启东,宋将林,嘉兴市
1900,600797.SH,史烈,沈越,许克菲,杭州市
1901,600798.SH,胡敏,董军,黄敏辉,宁波市
1902,600871.SH,陈锡坤,袁建强,李洪海,北京市
1903,600872.SH,陈琳,李翠旭,邹卫东,中山市
1904,600873.SH,王爱军,何君,刘现芳,拉萨市
1905,600874.SH,刘玉军,李杨,牛波,天津市
1906,600875.SH,邹磊,俞培根,龚丹,成都市
1907,605060.SH,孙袁,孙袁,潘连彬,杭州市
1908,688665.SH,熊友辉,熊友辉,王凤茹,武汉市
1909,603937.SH,蔡征国,蔡征国,陈波,常州市
1910,002027.SZ,江南春,江南春,孔微微,广州市
1911,002013.SZ,张昆辉,王树刚,夏保琪,襄阳市
1912,002014.SZ,孙毅,鲍祖本,唐永亮,黄山市
1913,002028.SZ,董增平,董增平,杨哲嵘,上海市
1914,300376.SZ,何佳,陈硕,赵久红,东莞市
1915,600800.SH,周忾,朱威,张尧,天津市
1916,600801.SH,李叶青,李叶青,王锡明,黄石市
1917,600802.SH,王金星,何友栋,蔡宣能,福州市
1918,600803.SH,王玉锁,郑洪弢,王硕,石家庄市
1919,600799.SH,王景惠,陈宏,李琦,哈尔滨市
1920,600876.SH,张冲,马炎,吴知新,洛阳市
1921,600877.SH,周春林,穆杰,陈国斌,重庆市
1922,600878.SH,刘建强,刘建强,邵静,大连市
1923,600879.SH,任德民,王亚文,吕凡,武汉市
1924,600880.SH,母涛,张涛,苟军,成都市
1925,600881.SH,宋尚龙,刘树森,秦音,长春市
1926,003003.SZ,周孝伟,周孝伟,邹晶晶,东莞市
1927,688350.SH,熊益新,熊益新,邢燕,苏州市
1928,002015.SZ,朱钰峰,费智,沈强,无锡市
1929,600027.SH,丁焕德,罗小黔,张戈临,济南市
1930,600421.SH,周梁辉,周梁辉,帅曲,武汉市
1931,002016.SZ,李绪鹏,李绪鹏,严文俊,珠海市
1932,600966.SH,龚神佑,林新阳,卫永清,淄博市
1933,002029.SZ,李淑君,李淑君,陈平,泉州市
1934,600804.SH,杨学平,崔航,陈曦,成都市
1935,600805.SH,王连春,王圣杰,秦大刚,盐城市
1936,600806.SH,王鹤,彭梁锋,王碧辉,昆明市
1937,600807.SH,刘金辉,贾为,樊黎明,济南市
1938,600808.SH,丁毅,张文洋,何红云,马鞍山市
1939,600809.SH,李秋喜,谭忠豹,王涛,吕梁市
1940,600882.SH,柴琇,任松,谢毅,上海市
1941,600883.SH,刘志波,施阳,杨庆宏,保山市
1942,600884.SH,郑永刚,李智华,陈莹,宁波市
1943,600885.SH,郭满金,郭满金,林旦旦,武汉市
1944,600886.SH,朱基伟,张文平,杨林,北京市
1945,600887.SH,潘刚,潘刚,邱向敏,呼和浩特市
1946,600295.SH,王臻,王臻,郭升,鄂尔多斯市
1947,600272.SH,庄虔赟,刘光靓,张燕华,上海市
1948,600320.SH,朱连宇,黄庆丰,孙厉,上海市
1949,600555.SH,廖虹宇,,彭见兴,三亚市
1950,002030.SZ,何蕴韶,周新宇,张斌,广州市
1951,600975.SH,何军,刘艳书,罗雁飞,长沙市
1952,002017.SZ,张晓川,张晓川,陈宗潮,珠海市
1953,002018.SZ,李勇,孙为民,孙为民,马鞍山市
1954,603858.SH,赵涛,赵超,蒲晓平,菏泽市
1955,002019.SZ,程先锋,程先锋,冯德崎,杭州市
1956,600811.SH,孙明涛,孙明涛,康文杰,哈尔滨市
1957,600812.SH,杨国占,周晓冰,常志山,石家庄市
1958,600813.SH,张春城,张琦,周晓荣,鞍山市
1959,600810.SH,乔思怀,段文亮,刘臻,平顶山市
1960,600888.SH,孙健,孙健,刘建昊,乌鲁木齐市
1961,600889.SH,丁明国,陈建军,陈波,南京市
1962,600890.SH,朱雷,卢建,郭洪洁,北京市
1963,600891.SH,李亚,潘建华,潘建华,哈尔滨市
1964,600892.SH,黄苹,黄苹,陈井阳,深圳市
1965,603557.SH,章利民,章利民,吴剑军,丽水市
1966,688390.SH,黄敏,黄敏,都进利,苏州市
1967,688025.SH,黄治家,刘健,吴检柯,深圳市
1968,002020.SZ,吕钢,金志平,洪贇飞,绍兴市
1969,600991.SH,张房有,付守杰,吴敬培,长沙市
1970,002021.SZ,张黎曙,张黎曙,郑学国,台州市
1971,002039.SZ,罗涛,吴元东,杨焱,贵阳市
1972,600965.SH,李高生,李高生,李伟,廊坊市
1973,002042.SZ,孙伟挺,陈玲芬,张正,淮北市
1974,600814.SH,毕铃,毕铃,金明,杭州市
1975,600815.SH,谷涛,林春明,周楷凯,厦门市
1976,600816.SH,王少钦,邵明安,王岗,上海市
1977,600817.SH,戴领梅,戴领梅,王东新,郑州市
1978,600818.SH,陈闪,陈闪,袁志坚,上海市
1979,600893.SH,杨森,李健,王洪雷,西安市
1980,600894.SH,蔡瑞雄,蒙锦昌,杜景来,广州市
